review_id,order_id,customer_id,restaurant_id,rating,review_text,sentiment,review_timestamp,cleaned_review
REV010987,O021928,C02951,R0226,5,Everything was perfect and well packed.,Positive,2026-04-22 07:00:00,everything perfect well packed
REV010988,O011293,C02470,R0050,5,Great quality and very good service.,Positive,2026-06-25 12:00:00,great quality good service
REV010989,O031847,C01278,R0274,3,I received the wrong item.,Negative,2026-06-21 08:00:00,received wrong item
REV010990,O044579,C04620,R0044,5,The order took too long to arrive.,Negative,2026-06-02 03:00:00,order took long arrive
REV010991,O009362,C03311,R0080,3,The food was fresh and flavorful.,Positive,2026-03-15 15:00:00,food fresh flavorful
REV010992,O036005,C01758,R0036,4,Fast delivery and great packaging.,Positive,2026-03-17 08:00:00,fast delivery great packaging
REV010993,O029800,C01618,R0119,5,The food was fresh and flavorful.,Positive,2026-02-23 12:00:00,food fresh flavorful
REV010994,O001878,C00729,R0239,5,Amazing food and excellent quality.,Positive,2026-04-03 21:00:00,amazing food excellent quality
REV010995,O003904,C02984,R0107,4,Really tasty food with generous portions.,Positive,2026-01-30 07:00:00,really tasty food generous portion
REV010996,O031079,C00390,R0277,4,Delivery was fast and the food arrived hot.,Positive,2026-06-24 21:00:00,delivery fast food arrived hot
REV010997,O021754,C00520,R0008,2,I received the wrong item.,Negative,2026-02-08 12:00:00,received wrong item
REV010998,O039195,C04612,R0065,5,Really tasty food with generous portions.,Positive,2026-03-08 13:00:00,really tasty food generous portion
REV010999,O038571,C02131,R0240,3,The order was okay overall.,Neutral,2026-05-16 04:00:00,order okay overall
REV011000,O038852,C02832,R0288,2,The food was cold and the delivery was late.,Negative,2026-02-02 22:00:00,food cold delivery late
REV011001,O007592,C04681,R0082,4,Really tasty food with generous portions.,Positive,2026-01-11 18:00:00,really tasty food generous portion
REV011002,O044122,C04373,R0141,5,The order arrived quickly and everything was hot.,Positive,2026-02-18 18:00:00,order arrived quickly everything hot
REV011003,O020461,C04134,R0163,4,Amazing food and excellent quality.,Positive,2026-05-11 01:00:00,amazing food excellent quality
REV011004,O044971,C04424,R0164,3,It was an ordinary experience.,Neutral,2026-03-04 09:00:00,ordinary experience
REV011005,O031676,C03750,R0049,5,Everything was perfect and well packed.,Positive,2026-02-06 03:00:00,everything perfect well packed
REV011006,O032355,C00827,R0076,3,The experience was fine.,Neutral,2026-03-02 07:00:00,experience fine
REV011007,O043751,C01540,R0238,4,The food was delicious and fresh.,Positive,2026-05-13 11:00:00,food delicious fresh
REV011008,O016951,C02692,R0139,5,The order arrived quickly and everything was hot.,Positive,2026-04-26 00:00:00,order arrived quickly everything hot
REV011009,O048402,C01477,R0254,3,Fast delivery and great packaging.,Positive,2026-01-08 11:00:00,fast delivery great packaging
REV011010,O003942,C04840,R0287,5,Everything was perfect and well packed.,Positive,2026-04-05 06:00:00,everything perfect well packed
REV011011,O002567,C01031,R0085,5,The food was delicious and fresh.,Positive,2026-03-21 17:00:00,food delicious fresh
REV011012,O044832,C02512,R0167,4,Amazing food and excellent quality.,Positive,2026-01-29 05:00:00,amazing food excellent quality
REV011013,O008202,C01243,R0289,4,The food was delicious and fresh.,Positive,2026-01-29 16:00:00,food delicious fresh
REV011014,O015585,C00748,R0142,5,Delivery was fast and the food arrived hot.,Positive,2026-03-11 23:00:00,delivery fast food arrived hot
REV011015,O018166,C03183,R0032,4,Excellent experience from start to finish.,Positive,2026-05-02 21:00:00,excellent experience start finish
REV011016,O048093,C04248,R0220,5,The food was delicious and fresh.,Positive,2026-02-10 05:00:00,food delicious fresh
REV011017,O025961,C02123,R0256,5,Delivery was fast and the food arrived hot.,Positive,2026-01-22 10:00:00,delivery fast food arrived hot
REV011018,O023830,C02862,R0177,3,It was an ordinary experience.,Neutral,2026-04-24 05:00:00,ordinary experience
REV011019,O031307,C01521,R0130,3,The order was okay overall.,Neutral,2026-02-03 15:00:00,order okay overall
REV011020,O007136,C03607,R0220,3,Great quality and very good service.,Positive,2026-06-28 22:00:00,great quality good service
REV011021,O038173,C01687,R0024,2,Very poor experience with the delivery.,Negative,2026-03-16 20:00:00,poor experience delivery
REV011022,O035449,C00742,R0130,2,The food was bland and disappointing.,Negative,2026-01-31 15:00:00,food bland disappointing
REV011023,O030523,C04206,R0279,4,Really tasty food with generous portions.,Positive,2026-01-08 07:00:00,really tasty food generous portion
REV011024,O030900,C01506,R0263,4,Really tasty food with generous portions.,Positive,2026-05-05 06:00:00,really tasty food generous portion
REV011025,O037890,C00463,R0081,4,Really tasty food with generous portions.,Positive,2026-01-23 10:00:00,really tasty food generous portion
REV011026,O043371,C02337,R0060,1,I received the wrong item.,Negative,2026-01-11 06:00:00,received wrong item
REV011027,O008535,C00389,R0283,5,The order arrived quickly and everything was hot.,Positive,2026-05-12 15:00:00,order arrived quickly everything hot
REV011028,O040045,C04662,R0295,3,The experience was fine.,Neutral,2026-02-07 21:00:00,experience fine
REV011029,O038687,C04504,R0160,2,The delivery was very late.,Negative,2026-01-09 21:00:00,delivery late
REV011030,O002305,C02588,R0223,5,Everything was perfect and well packed.,Positive,2026-01-08 21:00:00,everything perfect well packed
REV011031,O002238,C04992,R0083,4,Really tasty food with generous portions.,Positive,2026-05-21 00:00:00,really tasty food generous portion
REV011032,O001165,C01828,R0130,4,Amazing food and excellent quality.,Positive,2026-01-31 19:00:00,amazing food excellent quality
REV011033,O045995,C01517,R0114,5,Delivery was fast and the food arrived hot.,Positive,2026-06-24 22:00:00,delivery fast food arrived hot
REV011034,O004140,C03684,R0279,5,Everything was perfect and well packed.,Positive,2026-05-07 09:00:00,everything perfect well packed
REV011035,O036915,C01751,R0176,5,The food was fresh and flavorful.,Positive,2026-01-22 19:00:00,food fresh flavorful
REV011036,O031792,C03437,R0022,4,Really tasty food with generous portions.,Positive,2026-04-19 23:00:00,really tasty food generous portion
REV011037,O044000,C03650,R0208,1,My order was missing an item.,Negative,2026-06-30 12:00:00,order missing item
REV011038,O041075,C00471,R0133,5,Great quality and very good service.,Positive,2026-04-06 09:00:00,great quality good service
REV011039,O020301,C03918,R0070,2,The food was bland and disappointing.,Negative,2026-06-02 01:00:00,food bland disappointing
REV011040,O029803,C01155,R0184,5,Great quality and very good service.,Positive,2026-06-22 05:00:00,great quality good service
REV011041,O032632,C03021,R0090,4,Really tasty food with generous portions.,Positive,2026-05-08 23:00:00,really tasty food generous portion
REV011042,O039161,C02084,R0241,4,The food was fresh and flavorful.,Positive,2026-05-09 15:00:00,food fresh flavorful
REV011043,O028503,C04225,R0045,4,Everything was perfect and well packed.,Positive,2026-02-27 23:00:00,everything perfect well packed
REV011044,O004963,C04207,R0126,4,The packaging was damaged.,Negative,2026-03-30 14:00:00,packaging damaged
REV011045,O002921,C03016,R0061,2,The food was bland and disappointing.,Negative,2026-06-22 17:00:00,food bland disappointing
REV011046,O019153,C01709,R0271,1,My order was missing an item.,Negative,2026-05-08 13:00:00,order missing item
REV011047,O018032,C00917,R0166,5,Really tasty food with generous portions.,Positive,2026-03-19 12:00:00,really tasty food generous portion
REV011048,O002490,C03921,R0142,4,Amazing food and excellent quality.,Positive,2026-02-17 17:00:00,amazing food excellent quality
REV011049,O045378,C02977,R0128,5,Delivery was fast and the food arrived hot.,Positive,2026-03-25 13:00:00,delivery fast food arrived hot
REV011050,O010705,C03064,R0203,2,The order was delayed for a long time.,Negative,2026-06-26 02:00:00,order delayed long time
REV011051,O044817,C02889,R0278,4,Excellent experience from start to finish.,Positive,2026-05-11 22:00:00,excellent experience start finish
REV011052,O033849,C02804,R0118,5,Really tasty food with generous portions.,Positive,2026-04-17 04:00:00,really tasty food generous portion
REV011053,O012409,C02353,R0018,5,Excellent experience from start to finish.,Positive,2026-03-01 18:00:00,excellent experience start finish
REV011054,O000083,C02668,R0036,4,Amazing food and excellent quality.,Positive,2026-03-12 03:00:00,amazing food excellent quality
REV011055,O038092,C03916,R0232,4,Amazing food and excellent quality.,Positive,2026-04-06 02:00:00,amazing food excellent quality
REV011056,O024703,C01532,R0114,5,Fast delivery and great packaging.,Positive,2026-04-27 16:00:00,fast delivery great packaging
REV011057,O010716,C04192,R0125,3,The experience was fine.,Neutral,2026-03-10 19:00:00,experience fine
REV011058,O004361,C04138,R0190,5,Excellent experience from start to finish.,Positive,2026-06-28 20:00:00,excellent experience start finish
REV011059,O007251,C03143,R0133,5,The food was delicious and fresh.,Positive,2026-03-04 04:00:00,food delicious fresh
REV011060,O025415,C03312,R0255,5,Fast delivery and great packaging.,Positive,2026-03-07 20:00:00,fast delivery great packaging
REV011061,O037026,C01129,R0143,3,It was an ordinary experience.,Neutral,2026-05-16 22:00:00,ordinary experience
REV011062,O037042,C03890,R0093,3,Nothing special about the order.,Neutral,2026-01-15 03:00:00,nothing special order
REV011063,O044538,C04126,R0270,5,The food was fresh and flavorful.,Positive,2026-06-15 09:00:00,food fresh flavorful
REV011064,O014642,C04681,R0269,5,Amazing food and excellent quality.,Positive,2026-02-03 03:00:00,amazing food excellent quality
REV011065,O005992,C00193,R0189,5,Delivery was fast and the food arrived hot.,Positive,2026-05-11 18:00:00,delivery fast food arrived hot
REV011066,O027439,C03585,R0163,1,The order was delayed for a long time.,Negative,2026-04-06 03:00:00,order delayed long time
REV011067,O024059,C02496,R0028,4,Great quality and very good service.,Positive,2026-03-06 18:00:00,great quality good service
REV011068,O000274,C00685,R0111,5,Amazing food and excellent quality.,Positive,2026-06-22 03:00:00,amazing food excellent quality
REV011069,O000038,C03943,R0191,4,Everything was perfect and well packed.,Positive,2026-05-30 13:00:00,everything perfect well packed
REV011070,O026275,C00321,R0258,3,The order was delayed for a long time.,Negative,2026-05-20 01:00:00,order delayed long time
REV011071,O011891,C04207,R0130,4,Excellent experience from start to finish.,Positive,2026-03-01 00:00:00,excellent experience start finish
REV011072,O030090,C00598,R0204,4,Great quality and very good service.,Positive,2026-05-15 11:00:00,great quality good service
REV011073,O033686,C00766,R0116,3,Average experience.,Neutral,2026-05-10 11:00:00,average experience
REV011074,O029956,C00658,R0051,1,The delivery was very late.,Negative,2026-02-18 23:00:00,delivery late
REV011075,O014525,C03931,R0122,1,The food was cold and the delivery was late.,Negative,2026-03-23 17:00:00,food cold delivery late
REV011076,O031251,C03523,R0013,4,Great quality and very good service.,Positive,2026-04-26 17:00:00,great quality good service
REV011077,O046024,C04610,R0300,4,The food was delicious and fresh.,Positive,2026-01-05 21:00:00,food delicious fresh
REV011078,O022423,C03322,R0168,5,The food was delicious and fresh.,Positive,2026-06-30 15:00:00,food delicious fresh
REV011079,O007527,C03732,R0081,5,Really tasty food with generous portions.,Positive,2026-05-28 18:00:00,really tasty food generous portion
REV011080,O047102,C04564,R0263,4,The order arrived quickly and everything was hot.,Positive,2026-05-18 21:00:00,order arrived quickly everything hot
REV011081,O048774,C01242,R0097,2,The order was delayed for a long time.,Negative,2026-04-12 04:00:00,order delayed long time
REV011082,O012411,C04871,R0145,2,The food was bland and disappointing.,Negative,2026-06-03 23:00:00,food bland disappointing
REV011083,O035827,C00098,R0245,5,Really tasty food with generous portions.,Positive,2026-04-11 13:00:00,really tasty food generous portion
REV011084,O031791,C04146,R0165,5,Delivery was fast and the food arrived hot.,Positive,2026-03-07 20:00:00,delivery fast food arrived hot
REV011085,O038731,C02565,R0139,4,Great quality and very good service.,Positive,2026-05-14 18:00:00,great quality good service
REV011086,O021804,C02824,R0177,5,The food was delicious and fresh.,Positive,2026-03-21 14:00:00,food delicious fresh
REV011087,O025358,C04946,R0278,4,Amazing food and excellent quality.,Positive,2026-02-10 05:00:00,amazing food excellent quality
REV011088,O020943,C03242,R0134,3,Food quality was average.,Neutral,2026-06-29 01:00:00,food quality average
REV011089,O014990,C02400,R0184,2,My order was missing an item.,Negative,2026-05-14 02:00:00,order missing item
REV011090,O011008,C01090,R0299,4,The order arrived quickly and everything was hot.,Positive,2026-03-18 02:00:00,order arrived quickly everything hot
REV011091,O009247,C00159,R0111,4,The food was delicious and fresh.,Positive,2026-02-15 20:00:00,food delicious fresh
REV011092,O009840,C02466,R0039,5,Excellent experience from start to finish.,Positive,2026-03-01 23:00:00,excellent experience start finish
REV011093,O007131,C03729,R0156,5,Fast delivery and great packaging.,Positive,2026-06-29 18:00:00,fast delivery great packaging
REV011094,O026179,C01149,R0189,5,Everything was perfect and well packed.,Positive,2026-04-26 09:00:00,everything perfect well packed
REV011095,O024160,C00459,R0048,5,The food was fresh and flavorful.,Positive,2026-03-25 08:00:00,food fresh flavorful
REV011096,O025597,C01656,R0136,2,The packaging was damaged.,Negative,2026-02-05 20:00:00,packaging damaged
REV011097,O034597,C01690,R0027,2,The food was bland and disappointing.,Negative,2026-07-01 00:00:00,food bland disappointing
REV011098,O045589,C00056,R0206,4,Excellent experience from start to finish.,Positive,2026-06-27 21:00:00,excellent experience start finish
REV011099,O043391,C04682,R0129,5,Excellent experience from start to finish.,Positive,2026-05-31 04:00:00,excellent experience start finish
REV011100,O010023,C02035,R0008,5,Fast delivery and great packaging.,Positive,2026-06-29 14:00:00,fast delivery great packaging
REV011101,O022170,C04456,R0008,5,The food was fresh and flavorful.,Positive,2026-05-17 15:00:00,food fresh flavorful
REV011102,O002824,C02171,R0265,4,The food arrived cold.,Negative,2026-04-28 15:00:00,food arrived cold
REV011103,O036594,C01372,R0197,5,Amazing food and excellent quality.,Positive,2026-06-25 17:00:00,amazing food excellent quality
REV011104,O004300,C01886,R0123,5,Fast delivery and great packaging.,Positive,2026-02-21 17:00:00,fast delivery great packaging
REV011105,O015817,C04683,R0011,5,The order arrived quickly and everything was hot.,Positive,2026-02-15 14:00:00,order arrived quickly everything hot
REV011106,O034178,C04124,R0080,5,Really tasty food with generous portions.,Positive,2026-03-20 00:00:00,really tasty food generous portion
REV011107,O004123,C00298,R0115,3,The order was okay overall.,Neutral,2026-04-09 15:00:00,order okay overall
REV011108,O043933,C01065,R0134,4,Fast delivery and great packaging.,Positive,2026-04-29 08:00:00,fast delivery great packaging
REV011109,O034087,C00546,R0070,4,The food was delicious and fresh.,Positive,2026-05-09 18:00:00,food delicious fresh
REV011110,O007482,C00798,R0017,4,The food was delicious and fresh.,Positive,2026-02-09 15:00:00,food delicious fresh
REV011111,O041841,C04466,R0226,5,Delivery was fast and the food arrived hot.,Positive,2026-05-09 23:00:00,delivery fast food arrived hot
REV011112,O002483,C04224,R0007,2,Very poor experience with the delivery.,Negative,2026-05-10 14:00:00,poor experience delivery
REV011113,O031244,C04927,R0135,1,The order took too long to arrive.,Negative,2026-02-07 17:00:00,order took long arrive
REV011114,O002052,C04265,R0029,2,Very poor experience with the delivery.,Negative,2026-04-06 15:00:00,poor experience delivery
REV011115,O009099,C01735,R0174,2,The order was delayed for a long time.,Negative,2026-04-19 21:00:00,order delayed long time
REV011116,O003578,C01107,R0151,4,Delivery was fast and the food arrived hot.,Positive,2026-02-12 00:00:00,delivery fast food arrived hot
REV011117,O011734,C02384,R0250,4,The food was delicious and fresh.,Positive,2026-01-17 05:00:00,food delicious fresh
REV011118,O027058,C04551,R0235,5,Very poor experience with the delivery.,Negative,2026-06-19 03:00:00,poor experience delivery
REV011119,O008695,C00115,R0080,2,The order took too long to arrive.,Negative,2026-06-29 02:00:00,order took long arrive
REV011120,O033285,C01853,R0245,1,The packaging was damaged.,Negative,2026-06-15 22:00:00,packaging damaged
REV011121,O046724,C00212,R0197,5,The food was fresh and flavorful.,Positive,2026-04-15 16:00:00,food fresh flavorful
REV011122,O039861,C02659,R0232,4,The food was fresh and flavorful.,Positive,2026-06-12 08:00:00,food fresh flavorful
REV011123,O029102,C03997,R0281,3,The food was fresh and flavorful.,Positive,2026-03-03 05:00:00,food fresh flavorful
REV011124,O032839,C01524,R0274,4,Excellent experience from start to finish.,Positive,2026-04-04 15:00:00,excellent experience start finish
REV011125,O028222,C01952,R0288,5,Really tasty food with generous portions.,Positive,2026-02-09 12:00:00,really tasty food generous portion
REV011126,O012658,C00439,R0126,2,The delivery was very late.,Negative,2026-05-26 03:00:00,delivery late
REV011127,O018137,C03937,R0242,3,Overall it was satisfactory.,Neutral,2026-01-11 09:00:00,overall satisfactory
REV011128,O022740,C00877,R0087,4,Great quality and very good service.,Positive,2026-05-13 01:00:00,great quality good service
REV011129,O048193,C01827,R0171,5,Fast delivery and great packaging.,Positive,2026-01-17 00:00:00,fast delivery great packaging
REV011130,O021441,C03963,R0240,4,Everything was perfect and well packed.,Positive,2026-01-14 09:00:00,everything perfect well packed
REV011131,O021524,C02390,R0296,4,The food was fresh and flavorful.,Positive,2026-01-29 17:00:00,food fresh flavorful
REV011132,O010767,C03918,R0008,4,Excellent experience from start to finish.,Positive,2026-04-12 01:00:00,excellent experience start finish
REV011133,O035762,C02547,R0128,4,Everything was perfect and well packed.,Positive,2026-06-23 17:00:00,everything perfect well packed
REV011134,O001114,C03727,R0168,4,Amazing food and excellent quality.,Positive,2026-05-08 04:00:00,amazing food excellent quality
REV011135,O010223,C02459,R0046,4,Everything was perfect and well packed.,Positive,2026-06-08 15:00:00,everything perfect well packed
REV011136,O045794,C01535,R0154,2,The delivery was very late.,Negative,2026-01-24 09:00:00,delivery late
REV011137,O025833,C00713,R0218,4,The order arrived quickly and everything was hot.,Positive,2026-03-15 23:00:00,order arrived quickly everything hot
REV011138,O010892,C01413,R0216,4,Excellent experience from start to finish.,Positive,2026-01-21 04:00:00,excellent experience start finish
REV011139,O032698,C01434,R0040,4,The food arrived cold.,Negative,2026-05-12 05:00:00,food arrived cold
REV011140,O002602,C00353,R0090,4,Really tasty food with generous portions.,Positive,2026-01-16 19:00:00,really tasty food generous portion
REV011141,O037121,C00513,R0037,2,The food was bland and disappointing.,Negative,2026-01-08 07:00:00,food bland disappointing
REV011142,O020073,C01744,R0241,5,The food was delicious and fresh.,Positive,2026-03-26 11:00:00,food delicious fresh
REV011143,O013706,C01792,R0063,1,I received the wrong item.,Negative,2026-04-26 20:00:00,received wrong item
REV011144,O049706,C02968,R0153,5,The order arrived quickly and everything was hot.,Positive,2026-04-12 01:00:00,order arrived quickly everything hot
REV011145,O032198,C01218,R0238,3,The order was okay overall.,Neutral,2026-04-14 05:00:00,order okay overall
REV011146,O002473,C03024,R0109,4,Amazing food and excellent quality.,Positive,2026-03-23 13:00:00,amazing food excellent quality
REV011147,O031382,C03953,R0151,2,The food arrived cold.,Negative,2026-05-12 14:00:00,food arrived cold
REV011148,O016482,C00852,R0104,3,The food was okay.,Neutral,2026-04-01 21:00:00,food okay
REV011149,O007970,C01526,R0278,4,Excellent experience from start to finish.,Positive,2026-02-06 21:00:00,excellent experience start finish
REV011150,O020518,C01716,R0269,1,The delivery was very late.,Negative,2026-05-14 03:00:00,delivery late
REV011151,O026603,C03608,R0095,3,The order was okay overall.,Neutral,2026-01-15 07:00:00,order okay overall
REV011152,O006581,C02022,R0145,4,Really tasty food with generous portions.,Positive,2026-05-29 02:00:00,really tasty food generous portion
REV011153,O010102,C04956,R0088,4,Really tasty food with generous portions.,Positive,2026-03-05 13:00:00,really tasty food generous portion
REV011154,O001481,C03131,R0143,4,Delivery was fast and the food arrived hot.,Positive,2026-06-22 00:00:00,delivery fast food arrived hot
REV011155,O024430,C00337,R0168,4,The order arrived quickly and everything was hot.,Positive,2026-06-05 23:00:00,order arrived quickly everything hot
REV011156,O044211,C01556,R0069,3,Overall it was satisfactory.,Neutral,2026-03-02 06:00:00,overall satisfactory
REV011157,O036332,C02359,R0175,4,The food was delicious and fresh.,Positive,2026-03-15 18:00:00,food delicious fresh
REV011158,O027717,C00242,R0168,4,Fast delivery and great packaging.,Positive,2026-01-13 03:00:00,fast delivery great packaging
REV011159,O021413,C03134,R0208,3,The food was decent.,Neutral,2026-01-09 18:00:00,food decent
REV011160,O003781,C04473,R0229,5,Everything was perfect and well packed.,Positive,2026-05-25 17:00:00,everything perfect well packed
REV011161,O002523,C04963,R0167,2,The food was bland and disappointing.,Negative,2026-04-08 20:00:00,food bland disappointing
REV011162,O048488,C04791,R0023,5,The food was fresh and flavorful.,Positive,2026-03-14 03:00:00,food fresh flavorful
REV011163,O013944,C01404,R0008,4,Excellent experience from start to finish.,Positive,2026-03-01 12:00:00,excellent experience start finish
REV011164,O028670,C02407,R0213,3,My order was missing an item.,Negative,2026-01-12 02:00:00,order missing item
REV011165,O040480,C01653,R0091,5,The food was fresh and flavorful.,Positive,2026-04-06 10:00:00,food fresh flavorful
REV011166,O031560,C00072,R0036,4,Great quality and very good service.,Positive,2026-06-15 20:00:00,great quality good service
REV011167,O015200,C03689,R0073,4,The food was fresh and flavorful.,Positive,2026-06-18 18:00:00,food fresh flavorful
REV011168,O043552,C01670,R0253,4,Everything was perfect and well packed.,Positive,2026-06-13 21:00:00,everything perfect well packed
REV011169,O000719,C00284,R0039,3,The food was acceptable.,Neutral,2026-02-22 02:00:00,food acceptable
REV011170,O013010,C02516,R0096,5,My order was missing an item.,Negative,2026-01-13 03:00:00,order missing item
REV011171,O025840,C01561,R0230,3,The food was decent.,Neutral,2026-06-29 13:00:00,food decent
REV011172,O044953,C04985,R0001,5,Really tasty food with generous portions.,Positive,2026-03-15 00:00:00,really tasty food generous portion
REV011173,O009758,C02757,R0275,4,Great quality and very good service.,Positive,2026-05-09 16:00:00,great quality good service
REV011174,O040531,C03025,R0192,5,The order arrived quickly and everything was hot.,Positive,2026-01-29 17:00:00,order arrived quickly everything hot
REV011175,O011700,C00327,R0189,4,Everything was perfect and well packed.,Positive,2026-01-19 23:00:00,everything perfect well packed
REV011176,O018084,C04536,R0113,5,Delivery was fast and the food arrived hot.,Positive,2026-05-04 06:00:00,delivery fast food arrived hot
REV011177,O008963,C03263,R0226,2,The packaging was damaged.,Negative,2026-04-11 09:00:00,packaging damaged
REV011178,O035853,C03615,R0183,5,The food was fresh and flavorful.,Positive,2026-02-21 10:00:00,food fresh flavorful
REV011179,O016123,C01007,R0186,4,Fast delivery and great packaging.,Positive,2026-01-10 20:00:00,fast delivery great packaging
REV011180,O037676,C02623,R0292,4,The order arrived quickly and everything was hot.,Positive,2026-04-11 20:00:00,order arrived quickly everything hot
REV011181,O023311,C00872,R0245,4,Really tasty food with generous portions.,Positive,2026-03-06 20:00:00,really tasty food generous portion
REV011182,O044598,C03675,R0057,2,The order was delayed for a long time.,Negative,2026-03-22 23:00:00,order delayed long time
REV011183,O020782,C04486,R0042,4,The order arrived quickly and everything was hot.,Positive,2026-06-27 14:00:00,order arrived quickly everything hot
REV011184,O020198,C01422,R0101,4,Everything was perfect and well packed.,Positive,2026-04-22 15:00:00,everything perfect well packed
REV011185,O039995,C01998,R0207,1,The packaging was damaged.,Negative,2026-03-01 08:00:00,packaging damaged
REV011186,O049742,C03613,R0218,5,The order arrived quickly and everything was hot.,Positive,2026-04-13 01:00:00,order arrived quickly everything hot
REV011187,O040002,C04093,R0300,5,Everything was perfect and well packed.,Positive,2026-01-20 03:00:00,everything perfect well packed
REV011188,O045050,C00285,R0083,5,Everything was perfect and well packed.,Positive,2026-02-17 15:00:00,everything perfect well packed
REV011189,O016839,C04723,R0045,2,The order was delayed for a long time.,Negative,2026-02-18 23:00:00,order delayed long time
REV011190,O048759,C00167,R0191,4,Great quality and very good service.,Positive,2026-06-26 15:00:00,great quality good service
REV011191,O040281,C02486,R0059,5,The food was cold and the delivery was late.,Negative,2026-04-14 02:00:00,food cold delivery late
REV011192,O033757,C00956,R0063,5,Great quality and very good service.,Positive,2026-01-30 03:00:00,great quality good service
REV011193,O000840,C00350,R0233,4,The food was delicious and fresh.,Positive,2026-06-12 07:00:00,food delicious fresh
REV011194,O009933,C01832,R0215,5,Fast delivery and great packaging.,Positive,2026-04-10 03:00:00,fast delivery great packaging
REV011195,O004183,C02426,R0229,4,The order arrived quickly and everything was hot.,Positive,2026-05-24 22:00:00,order arrived quickly everything hot
REV011196,O026457,C03947,R0204,5,The food was fresh and flavorful.,Positive,2026-05-16 14:00:00,food fresh flavorful
REV011197,O039765,C02164,R0082,5,Amazing food and excellent quality.,Positive,2026-06-20 22:00:00,amazing food excellent quality
REV011198,O025563,C02944,R0247,5,Amazing food and excellent quality.,Positive,2026-06-29 14:00:00,amazing food excellent quality
REV011199,O035422,C03513,R0016,2,The food was bland and disappointing.,Negative,2026-01-03 02:00:00,food bland disappointing
REV011200,O006393,C04416,R0141,3,The order was okay overall.,Neutral,2026-05-11 23:00:00,order okay overall
REV011201,O010817,C01758,R0226,4,The food was fresh and flavorful.,Positive,2026-06-13 13:00:00,food fresh flavorful
REV011202,O049843,C03246,R0018,4,Fast delivery and great packaging.,Positive,2026-01-26 13:00:00,fast delivery great packaging
REV011203,O035871,C04099,R0045,4,The food was delicious and fresh.,Positive,2026-05-20 11:00:00,food delicious fresh
REV011204,O017062,C01753,R0089,4,Amazing food and excellent quality.,Positive,2026-04-06 11:00:00,amazing food excellent quality
REV011205,O019535,C03806,R0055,5,Delivery was fast and the food arrived hot.,Positive,2026-03-17 22:00:00,delivery fast food arrived hot
REV011206,O016956,C03683,R0277,5,Really tasty food with generous portions.,Positive,2026-05-21 19:00:00,really tasty food generous portion
REV011207,O049405,C04125,R0233,4,Fast delivery and great packaging.,Positive,2026-03-17 01:00:00,fast delivery great packaging
REV011208,O035529,C00944,R0040,5,Really tasty food with generous portions.,Positive,2026-04-07 10:00:00,really tasty food generous portion
REV011209,O032204,C04440,R0243,5,Fast delivery and great packaging.,Positive,2026-01-03 07:00:00,fast delivery great packaging
REV011210,O009714,C04270,R0246,3,The order was okay overall.,Neutral,2026-06-04 18:00:00,order okay overall
REV011211,O043148,C04211,R0264,5,Delivery was fast and the food arrived hot.,Positive,2026-06-05 00:00:00,delivery fast food arrived hot
REV011212,O031456,C00195,R0085,4,Really tasty food with generous portions.,Positive,2026-03-11 23:00:00,really tasty food generous portion
REV011213,O031129,C00416,R0190,3,Nothing special about the order.,Neutral,2026-06-18 12:00:00,nothing special order
REV011214,O015862,C01606,R0172,5,The food was delicious and fresh.,Positive,2026-06-02 04:00:00,food delicious fresh
REV011215,O024268,C02577,R0222,5,The order arrived quickly and everything was hot.,Positive,2026-06-30 22:00:00,order arrived quickly everything hot
REV011216,O032152,C04132,R0205,4,The order took too long to arrive.,Negative,2026-03-30 16:00:00,order took long arrive
REV011217,O035221,C02289,R0264,5,The food was fresh and flavorful.,Positive,2026-03-07 19:00:00,food fresh flavorful
REV011218,O027778,C00266,R0088,4,The order arrived quickly and everything was hot.,Positive,2026-05-04 15:00:00,order arrived quickly everything hot
REV011219,O023281,C03577,R0300,5,Fast delivery and great packaging.,Positive,2026-03-21 13:00:00,fast delivery great packaging
REV011220,O000191,C03196,R0197,5,Amazing food and excellent quality.,Positive,2026-03-30 06:00:00,amazing food excellent quality
REV011221,O044330,C03561,R0109,4,Delivery was fast and the food arrived hot.,Positive,2026-05-02 02:00:00,delivery fast food arrived hot
REV011222,O036606,C02314,R0246,4,Amazing food and excellent quality.,Positive,2026-04-02 14:00:00,amazing food excellent quality
REV011223,O030028,C01662,R0012,5,Delivery was fast and the food arrived hot.,Positive,2026-06-29 18:00:00,delivery fast food arrived hot
REV011224,O046686,C02498,R0225,5,The food was delicious and fresh.,Positive,2026-02-17 20:00:00,food delicious fresh
REV011225,O027253,C01261,R0004,3,The food was decent.,Neutral,2026-04-19 20:00:00,food decent
REV011226,O024687,C04116,R0060,4,Everything was perfect and well packed.,Positive,2026-06-14 17:00:00,everything perfect well packed
REV011227,O046190,C00552,R0106,3,The food was decent.,Neutral,2026-04-17 23:00:00,food decent
REV011228,O023354,C02459,R0120,5,Really tasty food with generous portions.,Positive,2026-02-21 02:00:00,really tasty food generous portion
REV011229,O040787,C01209,R0197,3,The food was acceptable.,Neutral,2026-02-01 12:00:00,food acceptable
REV011230,O020055,C02007,R0059,4,Amazing food and excellent quality.,Positive,2026-04-28 18:00:00,amazing food excellent quality
